,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
921593,1999/2000,Canada,College,Part-time student,Males,
921594,1999/2000,Canada,College,Part-time student,Females,
921742,1999/2000,Canada,College,Full-time student,Males,
921743,1999/2000,Canada,College,Full-time student,Females,
921745,1999/2000,Canada,College,Part-time student,Males,
921746,1999/2000,Canada,College,Part-time student,Females,
921886,1999/2000,Canada,College,Full-time student,Males,
921887,1999/2000,Canada,College,Full-time student,Females,
921889,1999/2000,Canada,College,Part-time student,Males,
921890,1999/2000,Canada,College,Part-time student,Females,
922050,1999/2000,Canada,College,Full-time student,Males,
922051,1999/2000,Canada,College,Full-time student,Females,
922053,1999/2000,Canada,College,Part-time student,Males,
922054,1999/2000,Canada,College,Part-time student,Females,
922204,1999/2000,Canada,College,Full-time student,Males,
922205,1999/2000,Canada,College,Full-time student,Females,
922207,1999/2000,Canada,College,Part-time student,Males,
922208,1999/2000,Canada,College,Part-time student,Females,
1036384,2000/2001,Canada,University,Full-time student,Males,21522.0
1036385,2000/2001,Canada,University,Full-time student,Females,8298.0
1036388,2000/2001,Canada,University,Part-time student,Males,7062.0
1036389,2000/2001,Canada,University,Part-time student,Females,2997.0
1036566,2000/2001,Canada,University,Full-time student,Males,390.0
1036567,2000/2001,Canada,University,Full-time student,Females,168.0
1036569,2000/2001,Canada,University,Part-time student,Males,1356.0
1036570,2000/2001,Canada,University,Part-time student,Females,705.0
1036712,2000/2001,Canada,University,Full-time student,Males,111.0
1036713,2000/2001,Canada,University,Full-time student,Females,51.0
1036716,2000/2001,Canada,University,Part-time student,Males,210.0
1036717,2000/2001,Canada,University,Part-time student,Females,132.0
1036872,2000/2001,Canada,University,Full-time student,Males,20988.0
1036873,2000/2001,Canada,University,Full-time student,Females,8052.0
1036876,2000/2001,Canada,University,Part-time student,Males,5187.0
1036877,2000/2001,Canada,University,Part-time student,Females,2028.0
1037019,2000/2001,Canada,University,Full-time student,Males,
1037020,2000/2001,Canada,University,Full-time student,Females,
1037022,2000/2001,Canada,University,Part-time student,Males,
1037023,2000/2001,Canada,University,Part-time student,Females,3.0
1037133,2000/2001,Canada,University,Full-time student,Males,
1037134,2000/2001,Canada,University,Full-time student,Females,
1037136,2000/2001,Canada,University,Part-time student,Males,
1037137,2000/2001,Canada,University,Part-time student,Females,
1037224,2000/2001,Canada,University,Full-time student,Males,
1037225,2000/2001,Canada,University,Full-time student,Females,
1037227,2000/2001,Canada,University,Part-time student,Males,
1037228,2000/2001,Canada,University,Part-time student,Females,
1037379,2000/2001,Canada,University,Full-time student,Males,33.0
1037380,2000/2001,Canada,University,Full-time student,Females,27.0
1037382,2000/2001,Canada,University,Part-time student,Males,309.0
1037383,2000/2001,Canada,University,Part-time student,Females,129.0
1037903,2000/2001,Canada,University,Full-time student,Males,12.0
1037904,2000/2001,Canada,University,Full-time student,Females,3.0
1037907,2000/2001,Canada,University,Part-time student,Males,12.0
1037908,2000/2001,Canada,University,Part-time student,Females,3.0
1038058,2000/2001,Canada,University,Full-time student,Males,
1038059,2000/2001,Canada,University,Full-time student,Females,
1038061,2000/2001,Canada,University,Part-time student,Males,
1038062,2000/2001,Canada,University,Part-time student,Females,
1038193,2000/2001,Canada,University,Full-time student,Males,12.0
1038194,2000/2001,Canada,University,Full-time student,Females,3.0
1038197,2000/2001,Canada,University,Part-time student,Males,12.0
1038198,2000/2001,Canada,University,Part-time student,Females,3.0
1038314,2000/2001,Canada,University,Part-time student,Males,
1038315,2000/2001,Canada,University,Part-time student,Females,
1038799,2000/2001,Canada,University,Full-time student,Males,
1038800,2000/2001,Canada,University,Full-time student,Females,
1038901,2000/2001,Canada,University,Full-time student,Males,
1038902,2000/2001,Canada,University,Full-time student,Females,
1039132,2000/2001,Canada,University,Full-time student,Males,18834.0
1039133,2000/2001,Canada,University,Full-time student,Females,6789.0
1039136,2000/2001,Canada,University,Part-time student,Males,6042.0
1039137,2000/2001,Canada,University,Part-time student,Females,2475.0
1039293,2000/2001,Canada,University,Full-time student,Males,390.0
1039294,2000/2001,Canada,University,Full-time student,Females,165.0
1039296,2000/2001,Canada,University,Part-time student,Males,1341.0
1039297,2000/2001,Canada,University,Part-time student,Females,699.0
1039432,2000/2001,Canada,University,Full-time student,Males,33.0
1039433,2000/2001,Canada,University,Full-time student,Females,18.0
1039436,2000/2001,Canada,University,Part-time student,Males,39.0
1039437,2000/2001,Canada,University,Part-time student,Females,48.0
1039586,2000/2001,Canada,University,Full-time student,Males,18408.0
1039587,2000/2001,Canada,University,Full-time student,Females,6600.0
1039590,2000/2001,Canada,University,Part-time student,Males,4665.0
1039591,2000/2001,Canada,University,Part-time student,Females,1722.0
1039720,2000/2001,Canada,University,Full-time student,Males,
1039721,2000/2001,Canada,University,Full-time student,Females,
1039723,2000/2001,Canada,University,Part-time student,Males,
1039724,2000/2001,Canada,University,Part-time student,Females,3.0
1039832,2000/2001,Canada,University,Full-time student,Males,
1039833,2000/2001,Canada,University,Full-time student,Females,
1039835,2000/2001,Canada,University,Part-time student,Males,
1039836,2000/2001,Canada,University,Part-time student,Females,
1039879,2000/2001,Canada,University,Full-time student,Females,
1039946,2000/2001,Canada,University,Full-time student,Males,
1039947,2000/2001,Canada,University,Full-time student,Females,
1039949,2000/2001,Canada,University,Part-time student,Males,
1039950,2000/2001,Canada,University,Part-time student,Females,
1040074,2000/2001,Canada,University,Full-time student,Males,
1040075,2000/2001,Canada,University,Full-time student,Females,
1040077,2000/2001,Canada,University,Part-time student,Males,
1040078,2000/2001,Canada,University,Part-time student,Females,
1040205,2000/2001,Canada,University,Full-time student,Males,
1040206,2000/2001,Canada,University,Full-time student,Females,
1040208,2000/2001,Canada,University,Part-time student,Males,
1040209,2000/2001,Canada,University,Part-time student,Females,
1040329,2000/2001,Canada,University,Full-time student,Males,
1040330,2000/2001,Canada,University,Full-time student,Females,
1040332,2000/2001,Canada,University,Part-time student,Males,
1040333,2000/2001,Canada,University,Part-time student,Females,
1040443,2000/2001,Canada,University,Full-time student,Males,
1040444,2000/2001,Canada,University,Full-time student,Females,
1040615,2000/2001,Canada,University,Full-time student,Males,9.0
1040616,2000/2001,Canada,University,Full-time student,Females,3.0
1040618,2000/2001,Canada,University,Part-time student,Males,3.0
1040619,2000/2001,Canada,University,Part-time student,Females,0.0
1040700,2000/2001,Canada,University,Full-time student,Males,
1040701,2000/2001,Canada,University,Full-time student,Females,
1040703,2000/2001,Canada,University,Part-time student,Females,
1040787,2000/2001,Canada,University,Full-time student,Males,9.0
1040788,2000/2001,Canada,University,Full-time student,Females,3.0
1040790,2000/2001,Canada,University,Part-time student,Males,3.0
1040791,2000/2001,Canada,University,Part-time student,Females,0.0
1040893,2000/2001,Canada,University,Full-time student,Males,3.0
1040894,2000/2001,Canada,University,Full-time student,Females,3.0
1040896,2000/2001,Canada,University,Part-time student,Males,
1040994,2000/2001,Canada,University,Full-time student,Males,3.0
1040995,2000/2001,Canada,University,Full-time student,Females,3.0
1040997,2000/2001,Canada,University,Part-time student,Males,
1041292,2000/2001,Canada,University,Full-time student,Males,1785.0
1041293,2000/2001,Canada,University,Full-time student,Females,1188.0
1041296,2000/2001,Canada,University,Part-time student,Males,624.0
1041297,2000/2001,Canada,University,Part-time student,Females,369.0
1041440,2000/2001,Canada,University,Full-time student,Males,3.0
1041441,2000/2001,Canada,University,Full-time student,Females,3.0
1041443,2000/2001,Canada,University,Part-time student,Males,15.0
1041444,2000/2001,Canada,University,Part-time student,Females,3.0
1041554,2000/2001,Canada,University,Full-time student,Males,66.0
1041555,2000/2001,Canada,University,Full-time student,Females,30.0
1041557,2000/2001,Canada,University,Part-time student,Males,159.0
1041558,2000/2001,Canada,University,Part-time student,Females,81.0
1041692,2000/2001,Canada,University,Full-time student,Males,1716.0
1041693,2000/2001,Canada,University,Full-time student,Females,1158.0
1041696,2000/2001,Canada,University,Part-time student,Males,450.0
1041697,2000/2001,Canada,University,Part-time student,Females,285.0
1041830,2000/2001,Canada,University,Full-time student,Males,
1041831,2000/2001,Canada,University,Full-time student,Females,
1041833,2000/2001,Canada,University,Part-time student,Males,
1041834,2000/2001,Canada,University,Part-time student,Females,
1042066,2000/2001,Canada,University,Full-time student,Males,861.0
1042067,2000/2001,Canada,University,Full-time student,Females,294.0
1042070,2000/2001,Canada,University,Part-time student,Males,72.0
1042071,2000/2001,Canada,University,Part-time student,Females,18.0
1042297,2000/2001,Canada,University,Full-time student,Males,861.0
1042298,2000/2001,Canada,University,Full-time student,Females,294.0
1042301,2000/2001,Canada,University,Part-time student,Males,72.0
1042302,2000/2001,Canada,University,Part-time student,Females,18.0
1042562,2000/2001,Canada,University,Full-time student,Males,
1042563,2000/2001,Canada,University,Full-time student,Females,
1042565,2000/2001,Canada,University,Part-time student,Males,
1042566,2000/2001,Canada,University,Part-time student,Females,
1042688,2000/2001,Canada,University,Part-time student,Males,
1042689,2000/2001,Canada,University,Part-time student,Females,
1042782,2000/2001,Canada,University,Full-time student,Males,
1042783,2000/2001,Canada,University,Full-time student,Females,
1042917,2000/2001,Canada,University,Full-time student,Males,
1042919,2000/2001,Canada,University,Part-time student,Males,
1042920,2000/2001,Canada,University,Part-time student,Females,
1043029,2000/2001,Canada,University,Full-time student,Males,
1043030,2000/2001,Canada,University,Full-time student,Females,
1043032,2000/2001,Canada,University,Part-time student,Males,
1043033,2000/2001,Canada,University,Part-time student,Females,
1043138,2000/2001,Canada,University,Part-time student,Males,
1043226,2000/2001,Canada,University,Part-time student,Males,
1043347,2000/2001,Canada,University,Full-time student,Males,18.0
1043348,2000/2001,Canada,University,Full-time student,Females,18.0
1043350,2000/2001,Canada,University,Part-time student,Males,297.0
1043351,2000/2001,Canada,University,Part-time student,Females,120.0
1043499,2000/2001,Canada,University,Full-time student,Males,18.0
1043500,2000/2001,Canada,University,Full-time student,Females,18.0
1043502,2000/2001,Canada,University,Part-time student,Males,297.0
1043503,2000/2001,Canada,University,Part-time student,Females,120.0
1043636,2000/2001,Canada,University,Full-time student,Males,3.0
1043637,2000/2001,Canada,University,Full-time student,Females,3.0
1043639,2000/2001,Canada,University,Part-time student,Males,9.0
1043640,2000/2001,Canada,University,Part-time student,Females,9.0
1043775,2000/2001,Canada,University,Full-time student,Males,3.0
1043776,2000/2001,Canada,University,Full-time student,Females,3.0
1043778,2000/2001,Canada,University,Part-time student,Males,9.0
1043779,2000/2001,Canada,University,Part-time student,Females,9.0
1043917,2000/2001,Canada,University,Part-time student,Males,
1043918,2000/2001,Canada,University,Part-time student,Females,
1044047,2000/2001,Canada,University,Part-time student,Males,
1044048,2000/2001,Canada,University,Part-time student,Females,
1044194,2000/2001,Canada,College,Full-time student,Males,22770.0
